,Prediction,True Scores
1166,143.98892,138.789993
1167,142.90598,137.779999
1168,138.19438,133.389999
1169,140.40599,135.449997
1170,140.71725,135.740005
1171,140.52406,135.559998
1172,143.2706,138.119995
1173,142.99178,137.860001
1174,141.03922,136.039993
1175,142.74512,137.630005
1176,145.33916,140.050003
1177,144.32124,139.100006
1178,142.62712,137.520004
1179,141.08215,136.080002
1180,141.12508,136.119995
1181,142.62712,137.520004
1182,142.4126,137.320007
1183,141.35042,136.330002
1184,142.48769,137.389999
1185,143.6995,138.520004
1186,146.43143,141.070007
1187,144.6856,139.440002
1188,144.36409,139.139999
1189,142.47696,137.380005
1190,144.59985,139.360001
1191,144.79272,139.539993
1192,142.85236,137.729996
1193,144.2462,139.029999
1194,142.14441,137.070007
1195,139.54721,134.649994
1196,141.29677,136.279999
1197,143.2706,138.119995
1198,142.19806,137.119995
1199,140.64212,135.669998
1200,143.39926,138.240005
1201,144.32124,139.100006
1202,144.94275,139.679993
1203,144.80347,139.550003
1204,146.96657,141.570007
1205,145.72475,140.410004
1206,144.95348,139.690002
1207,142.50912,137.410004
1208,143.60298,138.429993
1209,141.39334,136.369995
1210,142.3268,137.240005
1211,145.22133,139.940002
1212,146.0674,140.729996
1213,149.76721,144.190002
1214,148.31424,142.830002
1215,150.21555,144.610001
1216,148.89136,143.369995
1217,149.26529,143.720001
1218,150.15154,144.550003
1219,150.05545,144.460007
1220,149.6284,144.059998
1221,149.84195,144.259995
1222,151.65535,145.960007
1223,151.8152,146.110001
1224,152.83755,147.070007
1225,153.09296,147.309998
1226,153.8906,148.059998
1227,155.91829,149.970001
1228,156.31042,150.339996
1229,156.36343,150.389999
1230,155.54712,149.619995
1231,155.39859,149.479996
1232,155.5153,149.589996
1233,157.25284,151.229996
1234,158.09879,152.029999
1235,158.40517,152.320007
1236,157.41153,151.380005
1237,155.4729,149.550003
1238,155.21823,149.309998
1239,155.79105,149.850006
1240,155.8759,149.929993
1241,157.80283,151.75
1242,157.39038,151.360001
1243,157.147,151.130005
1244,157.74997,151.699997
1245,159.37613,153.240005
1246,160.73492,154.529999
1247,161.78598,155.529999
1248,160.90321,154.690002
1249,160.56657,154.369995
1250,161.97496,155.710007
1251,163.75633,157.410004
1252,163.75633,157.410004
1253,163.72496,157.380005
1254,165.07257,158.669998
1255,165.375,158.960007
1256,163.94458,157.589996
1257,164.0596,157.699997
1258,167.10231,160.619995
1259,165.0204,158.619995
1260,165.44795,159.029999
1261,163.93413,157.580002
1262,166.55156,160.089996
1263,168.62634,162.089996
1264,167.84943,161.339996
1265,169.85608,163.279999
1266,168.66774,162.130005
1267,169.75291,163.179993
1268,172.8272,166.169998
1269,173.77852,167.100006
1270,173.16504,166.5
1271,172.34557,165.699997
1272,173.39009,166.720001
1273,171.66814,165.039993
1274,168.82294,162.279999
1275,172.09933,165.460007
1276,174.73764,168.039993
1277,179.53636,172.779999
1278,176.96265,170.229996
1279,181.14182,174.380005
1280,186.84229,180.119995
1281,186.62544,179.899994
1282,190.28436,183.630005
1283,190.53807,183.889999
1284,195.20312,188.699997
1285,191.07422,184.440002
1286,191.33717,184.710007
1287,190.36243,183.710007
1288,191.95975,185.350006
1289,193.78299,187.229996
1290,193.83138,187.279999
1291,191.05475,184.419998
1292,185.3317,178.589996
1293,177.63058,170.889999
1294,174.76823,168.070007
1295,176.90187,170.169998
1296,164.56113,158.179993
1297,168.54355,162.009995
1298,179.5464,172.789993
1299,171.12332,164.509995
1300,177.28667,170.550003
1301,172.92961,166.270004
1302,168.08784,161.570007
1303,156.60706,150.619995
1304,167.41379,160.919998
1305,159.78728,153.630005
1306,144.27835,139.059998
1307,165.23944,158.830002
1308,140.3738,135.419998
1309,152.30522,146.570007
1310,145.71402,140.399994
1311,148.18594,142.710007
1312,142.44478,137.350006
1313,140.97482,135.979996
1314,154.18819,148.339996
1315,152.67786,146.919998
1316,162.39465,156.110001
1317,155.63199,149.699997
1318,166.69708,160.229996
1319,164.07007,157.710007
1320,158.18333,152.110001
1321,161.50238,155.259995
1322,159.99799,153.830002
1323,171.90434,165.270004
1324,170.07272,163.490005
1325,171.76057,165.130005
1326,171.77086,165.139999
1327,172.15063,165.509995
1328,180.46039,173.699997
1329,178.6301,171.880005
1330,183.79485,177.039993
1331,185.34158,178.600006
1332,181.82193,175.059998
1333,174.5134,167.820007
1334,180.27979,173.520004
1335,178.16603,171.419998
1336,181.31197,174.550003
1337,180.81126,174.050003
1338,176.53699,169.809998
1339,184.18216,177.429993
1340,185.9446,179.210007
1341,181.33199,174.570007
1342,185.57896,178.839996
1343,187.47227,180.759995
1344,189.21884,182.539993
1345,190.25507,183.600006
1346,191.30798,184.679993
1347,193.30858,186.740005
1348,189.18945,182.509995
1349,186.47752,179.75
1350,187.24599,180.529999
1351,189.82527,183.160004
1352,191.53185,184.910004
1353,190.28436,183.630005
1354,192.26097,185.660004
1355,190.08905,183.429993
1356,190.16716,183.509995
1357,188.26807,181.570007
1358,188.50357,181.809998
1359,188.10118,181.399994
1360,189.91322,183.25
1361,189.50262,182.830002
1362,191.53185,184.910004
1363,191.96948,185.360001
1364,189.59065,182.919998
1365,193.75397,187.199997
1366,194.87509,188.360001
1367,196.26286,189.800003
1368,202.99359,196.839996
1369,192.85298,186.270004
1370,194.27625,187.740005
1371,195.43457,188.940002
1372,199.87727,193.570007
1373,200.51709,194.240005
1374,202.49901,196.320007
1375,201.38492,195.149994
1376,206.53229,200.570007
1377,207.8005,201.910004
1378,203.94373,197.839996
1379,206.31442,200.339996
1380,202.50851,196.330002
1381,204.51328,198.440002
1382,209.31337,203.509995
1383,210.43785,204.699997
1384,211.91144,206.259995
1385,216.10635,210.699997
1386,213.79106,208.25
1387,218.1217,212.830002
1388,219.53355,214.320007
1389,218.9174,213.669998
1390,212.6765,207.070007
1391,213.88553,208.350006
1392,213.5927,208.039993
1393,209.70087,203.919998
1394,208.71785,202.880005
1395,216.95755,211.600006
1396,214.26341,208.75
1397,217.09946,211.75
1398,208.39633,202.539993
1399,207.2233,201.300003
1400,209.63472,203.850006
1401,207.90456,202.020004
1402,209.83315,204.059998
1403,209.68193,203.899994
1404,210.73071,205.009995
1405,221.64124,216.539993
1406,218.55737,213.289993
1407,218.22588,212.940002
1408,221.46063,216.350006
1409,217.79036,212.479996
1410,213.79106,208.25
1411,209.19052,203.380005
1412,214.67914,209.190002
1413,214.21617,208.699997
1414,214.40512,208.899994
1415,215.70926,210.279999
1416,216.85352,211.490005
1417,215.16104,209.699997
1418,219.78012,214.580002
1419,218.30162,213.020004
1420,218.93634,213.690002
1421,221.5747,216.470001
1422,226.03891,221.149994
1423,231.26671,226.580002
1424,233.52916,228.910004
1425,230.25114,225.529999
1426,231.93542,227.270004
1427,236.20616,231.649994
1428,222.3641,217.300003
1429,219.46718,214.25
1430,208.50981,202.660004
1431,216.66432,211.289993
1432,211.07077,205.369995
1433,209.8048,204.029999
1434,211.10858,205.410004
1435,214.29176,208.779999
1436,210.7685,205.050003
1437,208.74622,202.910004
1438,206.36179,200.389999
1439,208.39633,202.539993
1440,213.00706,207.419998
1441,206.5512,200.589996
1442,209.01091,203.190002
1443,213.38489,207.820007
1444,214.91536,209.440002
1445,212.85596,207.259995
1446,215.75658,210.330002
1447,217.77142,212.460007
1448,211.84534,206.190002
1449,215.80382,210.380005
1450,211.58087,205.910004
1451,215.28395,209.830002
1452,215.9929,210.580002
1453,220.94757,215.809998
1454,226.2783,221.399994
1455,227.67899,222.860001
1456,225.76128,220.860001
1457,224.614,219.660004
1458,224.614,219.660004
1459,219.43875,214.220001
1460,219.8465,214.649994
1461,219.98882,214.800003
1462,220.0742,214.889999
1463,221.34657,216.229996
1464,215.52022,210.080002
1465,218.51949,213.25
1466,208.52872,202.679993
1467,210.45674,204.720001
1468,208.33015,202.470001
1469,208.19777,202.330002
1470,212.072,206.429993
1471,221.49866,216.389999
1472,228.09224,223.289993
1473,228.50586,223.720001
1474,223.40228,218.389999
1475,216.39949,211.009995
1476,221.65076,216.550003
1477,220.59622,215.440002
1478,221.61272,216.509995
1479,222.2975,217.229996
1480,219.6663,214.460007
1481,216.46568,211.080002
1482,217.73352,212.419998
1483,215.81328,210.389999
1484,215.54857,210.110001
1485,219.09749,213.860001
1486,219.10695,213.869995
1487,220.39688,215.229996
1488,219.29654,214.070007
1489,221.32758,216.210007
1490,220.52977,215.369995
1491,219.4577,214.240005
1492,219.57149,214.360001
1493,219.5051,214.289993
1494,221.13754,216.009995
1495,217.1468,211.800003
1496,215.93619,210.520004
1497,218.52896,213.259995
1498,219.41977,214.199997
1499,219.35342,214.130005
1500,224.25113,219.279999
1501,224.38483,219.419998
1502,223.59291,218.589996
1503,227.41968,222.589996
1504,228.71765,223.940002
1505,225.91443,221.020004
1506,227.57333,222.75
1507,229.70078,224.960007
1508,228.91989,224.149994
1509,226.54665,221.679993
1510,227.25647,222.419998
1511,222.73538,217.690002
1512,222.93536,217.899994
1513,217.57265,212.25
1514,223.30692,218.289993
1515,224.57578,219.619995
1516,222.54498,217.490005
1517,220.11214,214.929993
1518,221.45113,216.339996
1519,218.30162,213.020004
1520,217.95123,212.649994
1521,221.54617,216.440002
1522,229.10297,224.339996
1523,229.71045,224.970001
1524,230.65704,225.949997
1525,234.13332,229.529999
1526,236.87341,232.330002
1527,237.43362,232.899994
1528,243.41106,238.929993
1529,236.51024,231.960007
1530,244.13107,239.649994
1531,243.99094,239.509995
1532,247.49826,243.0
1533,246.50027,242.009995
1534,246.69162,242.199997
1535,246.96368,242.470001
1536,248.27608,243.770004
1537,247.31664,242.820007
1538,249.00471,244.490005
1539,249.51138,244.990005
1540,248.2053,243.699997
1541,248.71107,244.199997
1542,248.29631,243.789993
1543,245.45448,240.970001
1544,239.02039,234.509995
1545,237.79773,233.270004
1546,239.05992,234.550003
1547,233.60707,228.990005
1548,236.92253,232.380005
1549,241.42801,236.940002
1550,238.38882,233.869995
1551,232.21677,227.559998
1552,231.41199,226.729996
1553,236.15717,231.600006
1554,232.0518,227.389999
1555,238.3001,233.779999
1556,236.96179,232.419998
1557,241.61691,237.130005
1558,240.24707,235.75
1559,239.31677,234.809998
1560,242.1941,237.710007
1561,241.5274,237.039993
1562,235.2955,230.720001
1563,234.93379,230.350006
1564,240.48495,235.990005
1565,242.06465,237.580002
1566,239.95985,235.460007
1567,236.88322,232.339996
1568,240.9711,236.479996
1569,239.74205,235.240005
1570,236.4023,231.850006
1571,240.2669,235.770004
1572,246.84277,242.350006
1573,253.66621,249.070007
1574,252.4304,247.860001
1575,254.51552,249.899994
1576,257.95514,253.25
1577,260.63525,255.850006
1578,260.6972,255.910004
1579,263.36273,258.48999
1580,260.3669,255.589996
1581,264.40714,259.5
1582,265.68964,260.73999
1583,263.62122,258.73999
1584,263.12494,258.26001
1585,265.52414,260.579987
1586,261.9984,257.170013
1587,266.1137,261.149994
1588,266.52737,261.549988
1589,266.9617,261.970001
1590,259.30457,254.559998
1591,257.1939,252.509995
1592,256.85468,252.179993
1593,256.52588,251.860001
1594,252.35902,247.789993
1595,251.01445,246.470001
1596,254.34145,249.729996
1597,257.1425,252.460007
1598,251.7372,247.179993
1599,250.77039,246.229996
1600,243.48102,239.0
1601,247.52853,243.029999
1602,252.72632,248.149994
1603,249.70406,245.179993
1604,247.57901,243.080002
1605,247.61937,243.119995
1606,251.02463,246.479996
1607,249.69394,245.169998
1608,255.41731,250.779999
1609,256.38205,251.720001
1610,256.14587,251.490005
1611,253.91168,249.309998
1612,254.29027,249.679993
1613,251.96136,247.399994
1614,251.85948,247.300003
1615,250.24199,245.710007
1616,255.42755,250.789993
1617,258.5317,253.809998
1618,257.25558,252.570007
1619,258.30518,253.589996
1620,262.0707,257.23999
1621,262.7425,257.890015
1622,264.81052,259.890015
1623,263.22833,258.359985
1624,262.2154,257.380005
1625,265.85513,260.899994
1626,264.33472,259.429993
1627,267.6441,262.630005
1628,270.61862,265.51001
1629,270.37097,265.269989
1630,271.8349,266.690002
1631,270.113,265.019989
1632,273.92242,268.720001
1633,276.66586,271.399994
1634,276.1553,270.899994
1635,276.8699,271.600006
1636,282.9818,277.649994
1637,282.99182,277.660004
1638,285.24786,279.929993
1639,282.75198,277.420013
1640,283.27136,277.940002
1641,282.65195,277.320007
1642,286.28314,280.980011
1643,287.78156,282.51001
1644,286.3323,281.029999
1645,286.05682,280.75
1646,282.34164,277.01001
1647,284.64392,279.320007
1648,286.69568,281.399994
1649,291.2836,286.140015
1650,294.60916,289.670013
1651,294.0312,289.049988
1652,291.66458,286.540009
1653,291.35983,286.220001
1654,291.62653,286.5
1655,290.10574,284.910004
1656,290.0192,284.820007
1657,292.21515,287.119995
1658,291.63602,286.51001
1659,294.46954,289.519989
1660,294.41367,289.459991
1661,293.35666,288.329987
1662,291.5694,286.440002
1663,292.05402,286.950012
1664,294.73926,289.809998
1665,297.52948,292.850006
1666,299.1037,294.600006
1667,297.73773,293.079987
1668,295.59088,290.730011
1669,301.02155,296.769989
1670,307.41138,304.359985
1671,307.64523,304.649994
1672,305.9919,302.619995
1673,305.48776,302.01001
1674,303.02838,299.089996
1675,303.56537,299.720001
1676,306.78662,303.589996
1677,305.37985,301.880005
1678,305.33832,301.829987
1679,304.77127,301.149994
1680,304.7629,301.140015
1681,303.95523,300.179993
1682,303.98062,300.209991
1683,301.44052,297.25
1684,300.08954,295.709991
1685,301.2138,296.98999
1686,303.62488,299.790009
1687,307.78195,304.820007
1688,308.10266,305.220001
1689,303.69275,299.869995
1690,298.83557,294.299988
1691,299.28204,294.799988
1692,302.5912,298.579987
1693,303.42935,299.559998
1694,303.25043,299.350006
1695,298.71912,294.170013
1696,288.76367,283.519989
1697,289.2284,284.0
1698,287.2052,281.920013
1699,294.0779,289.100006
1700,288.36563,283.109985
1701,293.75995,288.76001
1702,297.76486,293.109985
1703,299.3266,294.850006
1704,299.3266,294.850006
1705,298.7729,294.230011
1706,297.55667,292.880005
1707,300.61823,296.309998
1708,306.0989,302.75
1709,307.29007,304.209991
1710,309.73825,307.290009
1711,310.46774,308.230011
1712,309.83185,307.410004
1713,312.3893,310.76001
1714,311.18115,309.160004
1715,310.39056,308.130005
1716,311.90143,310.109985
1717,320.92532,323.170013
1718,321.66055,324.350006
1719,325.90692,331.619995
1720,324.644,329.369995
1721,326.7294,333.130005
1722,327.19412,334.0
1723,328.46307,336.440002
1724,328.2688,336.059998
1725,328.7421,336.98999
1726,328.2123,335.950012
1727,325.45187,330.799988
1728,326.3506,332.429993
1729,328.60547,336.720001
1730,328.2739,336.070007
1731,329.9886,339.51001
1732,329.79907,339.119995
1733,330.82846,341.269989
1734,331.6802,343.109985
1735,330.14313,339.829987
1736,329.08862,337.679993
1737,329.20325,337.910004
1738,324.8207,329.679993
1739,328.55972,336.630005
1740,325.3344,330.589996
1741,325.04745,330.079987
1742,324.7125,329.48999
1743,320.82468,323.01001
1744,322.781,326.190002
1745,327.6786,334.920013
1746,327.70468,334.970001
1747,326.71323,333.100006
1748,331.4192,342.540009
1749,329.93527,339.399994
1750,324.05072,328.339996
1751,327.53714,334.649994
1752,321.99878,324.899994
1753,321.3195,323.799988
1754,318.8258,319.910004
1755,323.4359,327.290009
1756,326.76703,333.200012
1757,327.5581,334.690002
1758,331.37775,342.450012
1759,330.8191,341.25
1760,331.14633,341.950012
1761,329.89648,339.320007
1762,328.40186,336.320007
1763,327.5896,334.75
1764,324.43774,329.01001
1765,316.43808,316.380005
1766,314.6746,313.880005
1767,314.78928,314.040009
1768,314.95364,314.269989
1769,315.45795,314.980011
1770,317.73138,318.269989
1771,307.7659,304.799988
1772,311.96924,310.200012
1773,306.0166,302.649994
1774,306.57443,303.329987
1775,305.147,301.600006
1776,300.37186,296.029999
1777,300.67093,296.369995
1778,293.50684,288.48999
1779,300.969,296.709991
1780,303.66727,299.839996
1781,310.49088,308.26001
1782,312.5535,310.980011
1783,310.8753,308.76001
1784,314.37238,313.459991
1785,304.8549,301.25
1786,308.6761,305.940002
1787,304.60373,300.950012
1788,307.5727,304.559998
1789,312.72467,311.209991
1790,305.7939,302.380005
1791,299.49567,295.040009
1792,299.46008,295.0
1793,304.20013,300.470001
1794,303.37827,299.5
1795,295.59088,290.730011
1796,292.98038,287.929993
1797,292.7824,287.720001
1798,285.58368,280.269989
1799,299.09476,294.589996
1800,301.49274,297.309998
1801,302.7715,298.790009
1802,299.41562,294.950012
1803,303.9637,300.190002
1804,300.27493,295.920013
1805,294.78568,289.859985
1806,284.23703,278.910004
1807,281.1771,275.850006
1808,293.51627,288.5
1809,290.75806,285.589996
1810,285.3862,280.070007
1811,281.77008,276.440002
1812,292.24353,287.149994
1813,298.9161,294.390015
1814,299.65558,295.220001
1815,304.16635,300.429993
1816,303.08826,299.160004
1817,307.16864,304.059998
1818,303.36972,299.48999
1819,307.20102,304.100006
1820,306.85995,303.679993
1821,312.34445,310.700012
1822,315.761,315.410004
1823,314.66022,313.859985
1824,310.5294,308.309998
1825,311.37915,309.420013
1826,315.45087,314.970001
1827,312.4789,310.880005
1828,303.37827,299.5
1829,304.9552,301.369995
1830,301.19635,296.970001
1831,290.44186,285.26001
