,Prediction,True Scores
285,53.1447,52.650002
286,51.628487,51.18
287,51.81407,51.360001
288,52.577255,52.099998
289,51.752213,51.299999
290,51.319214,50.880001
291,53.072464,52.580002
292,53.45426,52.950001
293,52.835167,52.349998
294,52.50505,52.029999
295,51.47383,51.029999
296,52.11313,51.650002
297,53.34075,52.84
298,52.52568,52.049999
299,53.578102,53.07
300,53.681305,53.169998
301,54.11483,53.59
302,54.89949,54.349998
303,55.219627,54.66
304,54.011604,53.490002
305,54.39357,53.860001
306,54.610374,54.07
307,54.50714,53.970001
308,54.75493,54.209999
309,54.063225,53.540001
310,55.271263,54.709999
311,55.62242,55.049999
312,55.80835,55.23
313,56.15959,55.57
314,56.014954,55.43
315,55.116356,54.560001
316,55.694725,55.119999
317,55.013084,54.459999
318,54.97178,54.419998
319,54.858185,54.310001
320,55.209305,54.650002
321,55.932312,55.349998
322,55.942642,55.360001
323,56.242233,55.650002
324,57.079178,56.459999
325,57.006844,56.389999
326,56.180252,55.59
327,56.376534,55.779999
328,52.2472,51.779999
329,52.58757,52.110001
330,51.89657,51.439999
331,51.381065,50.939999
332,50.30932,49.900002
333,50.27841,49.869999
334,51.040916,50.610001
335,50.185707,49.779999
336,50.27841,49.869999
337,50.350525,49.939999
338,50.814186,50.389999
339,50.48445,50.07
340,51.46353,51.02
341,51.49446,51.049999
342,51.96875,51.509998
343,51.52539,51.080002
344,52.298767,51.830002
345,50.937843,50.509998
346,51.247063,50.810001
347,50.74205,50.32
348,51.051216,50.619999
349,50.443245,50.029999
350,52.051247,51.59
351,52.597885,52.119999
352,52.36065,51.889999
353,52.804222,52.32
354,53.505867,53.0
355,53.351067,52.849998
356,52.969284,52.48
357,52.257515,51.790001
358,52.608215,52.130001
359,52.577255,52.099998
360,52.515373,52.040001
361,52.082184,51.619999
362,51.937813,51.48
363,50.55658,50.139999
364,50.237213,49.830002
365,50.09301,49.689999
366,50.814186,50.389999
367,50.546272,50.130001
368,50.48445,50.07
369,51.638794,51.189999
370,51.43261,50.990002
371,52.38128,51.91
372,50.237213,49.830002
373,48.795815,48.43
374,49.835526,49.439999
375,50.968758,50.540001
376,51.61817,51.169998
377,51.607864,51.16
378,51.61817,51.169998
379,51.8347,51.380001
380,51.8347,51.380001
381,52.783577,52.299999
382,53.08278,52.59
383,53.722588,53.209999
384,54.03225,53.509998
385,54.269684,53.740002
386,54.228386,53.700001
387,54.496803,53.959999
388,53.598747,53.09
389,56.510857,55.91
390,56.39721,55.799999
391,57.192856,56.57
392,57.358208,56.73
393,57.389214,56.759998
394,56.80017,56.189999
395,56.82084,56.209999
396,57.30654,56.68
397,57.203186,56.580002
398,57.203186,56.580002
399,57.606262,56.970001
400,58.04039,57.389999
401,58.62966,57.959999
402,58.733055,58.060001
403,58.877815,58.200001
404,58.691704,58.02
405,58.98121,58.299999
406,58.608986,57.939999
407,58.795097,58.119999
408,58.09208,57.439999
409,58.21614,57.560001
410,58.257477,57.599998
411,58.278152,57.619999
412,58.32984,57.669998
413,58.557297,57.889999
414,58.619324,57.950001
415,58.846794,58.169998
416,58.70204,58.029999
417,58.774414,58.099998
418,58.557297,57.889999
419,58.112755,57.459999
420,58.24714,57.59
421,58.32984,57.669998
422,58.267822,57.610001
423,58.31951,57.66
424,58.08174,57.43
425,56.82084,56.209999
426,57.68895,57.049999
427,57.15152,56.529999
428,56.872498,56.259998
429,57.833656,57.189999
430,57.895676,57.25
431,57.56492,56.93
432,57.440895,56.810001
433,58.42289,57.759998
434,58.484924,57.82
435,58.08174,57.43
436,57.533913,56.900002
437,58.619324,57.950001
438,58.70204,58.029999
439,58.050735,57.400002
440,58.257477,57.599998
441,58.071404,57.419998
442,57.885345,57.240002
443,58.29883,57.639999
444,58.402214,57.740002
445,58.46424,57.799999
446,58.71238,58.040001
447,57.833656,57.189999
448,57.75097,57.110001
449,57.55458,56.919998
450,58.071404,57.419998
451,57.86467,57.220001
452,58.31951,57.66
453,58.185112,57.529999
454,57.895676,57.25
455,60.38774,59.66
456,61.774124,61.0
457,61.76378,60.990002
458,61.391266,60.630001
459,60.842903,60.099998
460,60.604958,59.869999
461,60.656693,59.919998
462,60.532555,59.799999
463,60.149834,59.43
464,59.92228,59.209999
465,59.405167,58.709999
466,61.17398,60.419998
467,61.225723,60.470001
468,60.91532,60.169998
469,59.394836,58.700001
470,59.725777,59.02
471,58.795097,58.119999
472,59.57064,58.869999
473,60.377396,59.650002
474,61.40161,60.639999
475,61.101555,60.349998
476,61.629257,60.860001
477,61.8983,61.119999
478,61.15329,60.400002
479,61.287796,60.529999
480,61.370567,60.610001
481,61.867264,61.09
482,61.00844,60.259998
483,59.911934,59.200001
484,59.963646,59.25
485,60.967056,60.220001
486,60.68773,59.950001
487,62.157036,61.369999
488,61.784477,61.009998
489,62.778053,61.970001
490,62.985077,62.169998
491,63.823685,62.98
492,63.513077,62.68
493,63.40954,62.580002
494,63.119667,62.299999
495,64.48644,63.619999
496,64.403595,63.540001
497,64.403595,63.540001
498,64.41395,63.549999
499,64.09292,63.240002
500,64.13434,63.279999
501,63.834045,62.990002
502,63.74086,62.900002
503,62.954025,62.139999
504,63.40954,62.580002
505,63.119667,62.299999
506,63.119667,62.299999
507,63.678734,62.84
508,63.471664,62.639999
509,63.45095,62.619999
510,64.041145,63.189999
511,63.44059,62.610001
512,63.533783,62.700001
513,63.357773,62.529999
514,63.326714,62.5
515,63.119667,62.299999
516,63.575195,62.740002
517,63.80298,62.959999
518,64.38289,63.52
519,64.548584,63.68
520,65.1597,64.269997
521,66.724304,65.779999
522,66.0507,65.129997
523,65.55337,64.650002
524,64.44502,63.580002
525,64.02043,63.169998
526,64.548584,63.68
527,64.50716,63.639999
528,64.28967,63.43
529,64.19647,63.34
530,64.94217,64.059998
531,64.88002,64.0
532,65.625885,64.720001
533,65.47048,64.57
534,65.429054,64.529999
535,65.41868,64.519997
536,65.522285,64.620003
537,65.3876,64.489998
538,65.25294,64.360001
539,65.522285,64.620003
540,65.522285,64.620003
541,65.11827,64.230003
542,64.85931,63.98
543,65.85383,64.940002
544,64.89038,64.010002
545,65.13898,64.25
546,65.1597,64.269997
547,65.29437,64.400002
548,65.905624,64.989998
549,65.636246,64.730003
550,65.843475,64.93
551,65.615524,64.709999
552,65.304726,64.410004
553,65.65697,64.75
554,65.54299,64.639999
555,65.7813,64.870003
556,65.843475,64.93
557,65.09755,64.209999
558,65.947075,65.029999
559,65.7813,64.870003
560,65.89528,64.980003
561,66.0196,65.099998
562,66.21649,65.290001
563,66.40303,65.470001
564,66.65176,65.709999
565,66.80722,65.860001
566,66.48594,65.550003
567,66.672485,65.730003
568,66.4963,65.559998
569,66.672485,65.730003
570,66.62067,65.68
571,66.465195,65.529999
572,66.41339,65.480003
573,66.15433,65.230003
574,65.86419,64.949997
575,66.41339,65.480003
576,66.320114,65.389999
577,65.957436,65.040001
578,66.43412,65.5
579,67.36698,66.400002
580,68.5387,67.529999
581,68.943214,67.919998
582,68.84986,67.830002
583,69.30631,68.269997
584,69.50344,68.459999
585,70.48935,69.410004
586,70.37517,69.300003
587,70.14683,69.080002
588,69.866615,68.809998
589,70.0638,69.0
590,70.001526,68.940002
591,70.10531,69.040001
592,70.385544,69.309998
593,69.50344,68.459999
594,69.42044,68.379997
595,69.47232,68.43
596,70.48935,69.410004
597,68.48685,67.480003
598,68.725395,67.709999
599,68.70465,67.690002
600,69.493065,68.449997
601,69.73171,68.68
602,69.8251,68.769997
603,70.70734,69.620003
604,71.06032,69.959999
605,71.527596,70.410004
606,70.93572,69.839996
607,71.20568,70.099998
608,72.93004,71.760002
609,73.47048,72.279999
610,73.71997,72.519997
611,73.58483,72.389999
612,73.12749,71.949997
613,71.43412,70.32
614,70.87343,69.779999
615,71.77684,70.650002
616,71.38221,70.269997
617,70.998024,69.900002
618,71.101845,70.0
619,72.005356,70.870003
620,71.00841,69.910004
621,71.38221,70.269997
622,71.371826,70.260002
623,72.35856,71.209999
624,71.652214,70.529999
625,70.28175,69.209999
626,70.8942,69.800003
627,69.53458,68.489998
628,69.99115,68.93
629,69.20257,68.169998
630,70.14683,69.080002
631,69.61758,68.57
632,70.54124,69.459999
633,71.08109,69.980003
634,71.09147,69.989998
635,72.29623,71.150002
636,72.94042,71.769997
637,73.99029,72.779999
638,74.583046,73.349998
639,74.531044,73.300003
640,75.113556,73.860001
641,75.48812,74.220001
642,75.04073,73.790001
643,74.84308,73.599998
644,75.45691,74.190002
645,75.31124,74.050003
646,74.385445,73.160004
647,74.26065,73.040001
648,73.90711,72.699997
649,73.782364,72.580002
650,73.44969,72.260002
651,73.335365,72.150002
652,73.886314,72.68
653,73.59522,72.400002
654,74.000694,72.790001
655,73.668,72.470001
656,72.56635,71.410004
657,73.69918,72.5
658,74.83268,73.589996
659,74.44784,73.220001
660,74.895096,73.650002
661,73.59522,72.400002
662,73.68879,72.489998
663,73.335365,72.150002
664,74.385445,73.160004
665,73.92792,72.720001
666,73.89672,72.690002
667,74.03188,72.82
668,74.042274,72.830002
669,74.27105,73.050003
670,75.26963,74.010002
671,76.06054,74.769997
672,75.19679,73.940002
673,74.853485,73.610001
674,74.63505,73.400002
675,75.613,74.339996
676,75.23841,73.980003
677,76.050125,74.760002
678,75.96686,74.68
679,76.51859,75.209999
680,76.06054,74.769997
681,76.6227,75.309998
682,76.46654,75.160004
683,76.75807,75.440002
684,76.2375,74.940002
685,75.47772,74.209999
686,75.68585,74.410004
687,74.48945,73.260002
688,74.48945,73.260002
689,75.10315,73.849998
690,75.12396,73.870003
691,75.769104,74.489998
692,75.894005,74.610001
693,75.52975,74.260002
694,75.977264,74.690002
695,77.31005,75.970001
696,77.3413,76.0
697,77.64341,76.290001
698,77.64341,76.290001
699,77.778854,76.419998
700,78.50835,77.120003
701,78.89406,77.489998
702,79.06088,77.650002
703,78.99833,77.589996
704,79.01918,77.610001
705,79.33202,77.910004
706,80.27084,78.809998
707,80.29172,78.830002
708,80.32302,78.860001
709,80.083046,78.629997
710,80.21867,78.760002
711,85.49651,83.809998
712,85.58027,83.889999
713,84.83714,83.18
714,84.83714,83.18
715,85.74778,84.050003
716,85.84201,84.139999
717,86.1876,84.470001
718,85.97813,84.269997
719,86.281845,84.559998
720,85.78966,84.089996
721,85.559326,83.870003
722,85.62215,83.93
723,85.74778,84.050003
724,84.62789,82.980003
725,84.85808,83.199997
726,84.021164,82.400002
727,84.15712,82.529999
728,85.402306,83.720001
729,84.7639,83.110001
730,84.92087,83.260002
731,85.559326,83.870003
732,86.61704,84.879997
733,85.00457,83.339996
734,85.873436,84.169998
735,85.96767,84.260002
736,82.6412,81.080002
737,83.174225,81.589996
738,84.41863,82.779999
739,84.11528,82.489998
740,85.86297,84.160004
741,86.983734,85.230003
742,87.350525,85.580002
743,87.109474,85.349998
744,86.418015,84.690002
745,88.68213,86.849998
746,88.1892,86.379997
747,87.61257,85.830002
748,87.28764,85.519997
749,87.26668,85.5
750,87.27716,85.510002
751,87.16189,85.400002
752,87.48677,85.709999
753,87.49726,85.720001
754,87.30859,85.540001
755,87.73836,85.949997
756,88.15774,86.349998
757,88.954895,87.110001
758,90.08836,88.190002
759,90.18286,88.279999
760,90.11987,88.220001
761,89.69997,87.82
762,89.972885,88.080002
763,91.569405,89.599998
764,90.256355,88.349998
765,92.136986,90.139999
766,92.09493,90.099998
767,91.989815,90.0
768,93.68308,91.610001
769,93.98827,91.900002
770,93.90407,91.82
771,94.44089,92.330002
772,96.26319,94.059998
773,96.11565,93.919998
774,94.87259,92.739998
775,97.264786,95.010002
776,96.47401,94.260002
777,93.86198,91.779999
778,89.8889,88.0
779,93.388466,91.330002
780,91.579926,89.610001
781,86.753235,85.010002
782,90.07787,88.18
783,91.07557,89.129997
784,91.811134,89.830002
785,92.84148,90.809998
786,94.788345,92.660004
787,94.09352,92.0
788,94.85152,92.720001
789,93.55681,91.489998
790,93.809364,91.730003
791,96.26319,94.059998
792,97.69722,95.419998
793,96.41076,94.199997
794,95.95759,93.769997
795,94.98843,92.849998
796,95.19907,93.050003
797,95.8206,93.639999
798,95.48347,93.32
799,96.05243,93.860001
800,96.65322,94.43
801,98.87914,96.540001
802,99.121956,96.769997
803,96.63214,94.410004
804,96.04189,93.849998
805,96.38969,94.18
806,96.83244,94.599998
807,95.03055,92.889999
808,95.28332,93.129997
809,94.598816,92.480003
810,91.7691,89.790001
811,89.028336,87.18
812,95.968124,93.779999
813,91.43281,89.470001
814,91.348755,89.389999
815,93.325356,91.269997
816,90.43488,88.519997
817,91.685005,89.709999
818,94.44089,92.330002
819,94.49352,92.379997
820,92.231606,90.230003
821,92.79941,90.769997
822,95.02001,92.879997
823,93.94617,91.860001
824,95.75739,93.580002
825,95.23065,93.080002
826,96.37914,94.169998
827,98.38305,96.07
828,98.77356,96.440002
829,98.425255,96.110001
830,97.254234,95.0
831,97.62338,95.349998
832,95.2728,93.120003
833,94.41983,92.309998
834,96.47401,94.260002
835,98.11923,95.82
836,95.69417,93.519997
837,97.254234,95.0
838,95.68363,93.510002
839,96.27375,94.07
840,97.42298,95.160004
841,98.54134,96.220001
842,98.10868,95.809998
843,99.301445,96.940002
844,100.32601,97.910004
845,100.10413,97.699997
846,100.45281,98.029999
847,99.70275,97.32
848,99.52321,97.150002
849,98.49913,96.18
850,98.689125,96.360001
851,99.998505,97.599998
852,99.892876,97.5
853,101.11864,98.660004
854,100.7487,98.309998
855,100.80155,98.360001
856,100.43168,98.010002
857,101.42523,98.949997
858,101.30892,98.839996
859,103.3718,100.790001
860,104.30359,101.669998
861,104.85443,102.190002
862,105.1723,102.489998
863,103.46707,100.879997
864,104.261215,101.629997
865,103.647064,101.050003
866,103.92235,101.309998
867,103.435326,100.849998
868,104.038826,101.419998
869,102.67332,100.129997
870,103.4459,100.860001
871,103.4459,100.860001
872,104.51543,101.870003
873,103.74235,101.139999
874,102.96961,100.410004
875,100.83325,98.389999
876,101.56269,99.080002
877,99.93513,97.540001
878,101.086914,98.629997
879,101.065796,98.610001
880,102.54635,100.010002
881,101.530975,99.050003
882,102.28186,99.760002
883,103.76353,101.160004
884,104.49424,101.849998
885,104.780266,102.120003
886,104.63194,101.980003
887,106.974754,104.190002
888,108.29072,105.43
889,107.73873,104.910004
890,108.842865,105.949997
891,107.96164,105.120003
892,107.197556,104.400002
893,109.18276,106.269997
894,110.98952,107.970001
895,110.659904,107.660004
896,114.03344,110.830002
897,112.74498,109.620003
898,110.68117,107.68
899,108.22702,105.370003
900,108.98094,106.080002
901,109.193375,106.279999
902,110.56423,107.57
903,111.06395,108.040001
904,111.15966,108.129997
905,111.95744,108.879997
906,112.60658,109.489998
907,112.79819,109.669998
908,112.08514,109.0
909,111.24473,108.209999
910,112.6811,109.559998
911,110.659904,107.660004
912,110.63863,107.639999
913,110.57486,107.580002
914,109.82022,106.870003
915,108.87474,105.980003
916,110.02212,107.059998
917,110.55359,107.559998
918,111.446815,108.400002
919,112.72367,109.599998
920,113.42636,110.260002
921,115.30152,112.019997
922,115.22692,111.949997
923,115.63204,112.330002
924,114.9711,111.709999
925,111.54256,108.489998
926,111.80851,108.739998
927,111.24473,108.209999
928,112.48952,109.379997
929,114.470245,111.239998
930,114.9711,111.709999
931,116.25055,112.910004
932,116.74125,113.370003
933,115.42946,112.139999
934,116.57053,113.209999
935,114.960434,111.699997
936,116.95461,113.57
937,117.69099,114.260002
938,118.12868,114.669998
939,117.8938,114.449997
940,117.39214,113.980003
941,117.85111,114.410004
942,117.80841,114.370003
943,119.13255,115.610001
944,118.641235,115.150002
945,118.66258,115.169998
946,116.12256,112.790001
947,115.4188,112.129997
948,114.05475,110.849998
949,115.557396,112.260002
950,109.06592,106.160004
951,108.8004,105.910004
952,112.69176,109.57
953,110.596115,107.599998
954,114.21454,111.0
955,113.905594,110.709999
956,111.553185,108.5
957,111.723404,108.660004
958,112.7556,109.629997
959,111.12776,108.099998
960,104.99217,102.32
961,111.34045,108.300003
962,109.91586,106.959999
963,106.614105,103.849998
964,106.486855,103.730003
965,109.75645,106.809998
966,108.81101,105.919998
967,109.06592,106.160004
968,110.500435,107.510002
969,110.72369,107.720001
970,115.237564,111.959999
971,115.01373,111.75
972,112.69176,109.57
973,109.82022,106.870003
974,109.89461,106.940002
975,107.80243,104.970001
976,110.25595,107.279999
977,111.329834,108.290001
978,107.430984,104.620003
979,104.345955,101.709999
980,105.829445,103.110001
981,105.78705,103.07
982,109.39521,106.470001
983,110.10714,107.139999
984,114.34239,111.120003
985,113.351814,110.190002
986,114.09737,110.889999
987,115.37617,112.089996
988,111.57448,108.519997
989,112.287315,109.190002
990,107.64321,104.82
991,110.58549,107.589996
992,111.64893,108.589996
993,112.170265,109.080002
994,112.564026,109.449997
995,108.92783,106.029999
996,105.59624,102.889999
997,106.741394,103.970001
998,106.44442,103.690002
999,104.13414,101.510002
1000,100.66417,98.230003
1001,96.33698,94.129997
1002,103.12836,100.559998
1003,103.78469,101.18
1004,102.94844,100.389999
1005,104.197685,101.57
1006,103.72117,101.120003
1007,99.787254,97.400002
1008,104.57899,101.93
1009,104.7167,102.059998
1010,105.50084,102.800003
1011,107.05962,104.269997
1012,106.34898,103.599998
1013,105.50084,102.800003
1014,104.706116,102.050003
1015,107.84487,105.010002
1016,108.23764,105.379997
1017,109.02344,106.120003
1018,110.71306,107.709999
1019,108.556145,105.68
1020,109.65021,106.709999
1021,109.10838,106.199997
1022,110.13903,107.169998
1023,107.91917,105.080002
1024,105.64924,102.940002
1025,109.29959,106.379997
1026,107.22938,104.43
1027,105.47964,102.779999
1028,108.61987,105.739998
1029,110.19218,107.220001
1030,108.92783,106.029999
1031,108.120865,105.269997
1032,108.54553,105.669998
1033,108.099625,105.25
1034,109.84148,106.889999
1035,109.75645,106.809998
1036,109.8521,106.900002
1037,111.25538,108.220001
1038,111.2022,108.169998
1039,110.11778,107.150002
1040,112.52145,109.410004
1041,114.18259,110.970001
1042,114.84322,111.589996
1043,115.664024,112.360001
1044,115.46144,112.169998
1045,115.3122,112.029999
1046,115.84527,112.529999
1047,115.557396,112.260002
1048,114.960434,111.699997
1049,115.01373,111.75
1050,113.56479,110.389999
1051,113.69259,110.510002
1052,116.165215,112.830002
1053,117.007965,113.620003
1054,117.94718,114.5
1055,118.04327,114.589996
1056,119.45306,115.910004
1057,121.227425,117.57
1058,121.31297,117.650002
1059,121.17395,117.519997
1060,124.06317,120.220001
1061,120.67143,117.050003
1062,121.32368,117.660004
1063,121.59104,117.910004
1064,120.3721,116.769997
1065,120.54314,116.93
1066,121.62313,117.940002
1067,122.778595,119.019997
1068,122.960526,119.190002
1069,123.79549,119.970001
1070,123.14249,119.360001
1071,123.70983,119.889999
1072,123.75266,119.93
1073,123.05685,119.279999
1074,124.031044,120.190002
1075,124.180954,120.330002
1076,124.844955,120.949997
1077,124.95207,121.050003
1078,124.652176,120.769997
1079,125.72345,121.769997
1080,127.43845,123.370003
1081,127.856636,123.760002
1082,129.6587,125.440002
1083,129.19739,125.010002
1084,133.6411,129.149994
1085,134.43573,129.889999
1086,134.30688,129.770004
1087,135.19821,130.600006
1088,132.27753,127.879997
1089,130.48495,126.209999
1090,133.37265,128.899994
1091,132.5674,128.149994
1092,129.74455,125.519997
1093,129.73384,125.510002
1094,129.7231,125.5
1095,131.4724,127.129997
1096,127.41701,123.349998
1097,128.89702,124.730003
1098,130.28107,126.019997
1099,133.40488,128.929993
1100,132.48152,128.070007
1101,130.4957,126.220001
1102,131.22552,126.900002
1103,132.05208,127.669998
1104,130.45277,126.18
1105,130.51717,126.239998
1106,130.4313,126.160004
1107,129.12228,124.940002
1108,129.9699,125.730003
1109,127.77086,123.68
1110,123.65628,119.839996
1111,127.21331,123.160004
1112,130.0772,125.830002
1113,132.21312,127.82
1114,136.05733,131.399994
1115,137.34604,132.600006
1116,136.8091,132.100006
1117,136.154,131.490005
1118,137.04536,132.320007
1119,137.18495,132.449997
1120,137.61452,132.850006
1121,140.09471,135.160004
1122,140.6636,135.690002
1123,142.01566,136.949997
1124,142.03712,136.970001
1125,142.90598,137.779999
1126,138.2373,133.429993
1127,138.77417,133.929993
1128,139.0104,134.149994
1129,138.80643,133.960007
1130,140.65285,135.679993
1131,141.6187,136.580002
1132,142.56277,137.460007
1133,142.1337,137.059998
1134,142.0264,136.960007
1135,141.48994,136.460007
1136,142.98106,137.850006
1137,143.57082,138.399994
1138,144.10686,138.899994
1139,144.10686,138.899994
1140,142.15514,137.080002
1141,141.28606,136.270004
1142,141.447,136.419998
1143,141.6616,136.619995
1144,143.60298,138.429993
1145,144.52484,139.289993
1146,146.0567,140.720001
1147,145.48909,140.190002
1148,146.72043,141.339996
1149,146.3886,141.029999
1150,145.66049,140.350006
1151,141.28606,136.270004
1152,143.20625,138.059998
1153,141.96202,136.899994
1154,136.92723,132.210007
1155,139.59018,134.690002
1156,140.22351,135.279999
1157,144.09613,138.889999
1158,142.8309,137.710007
1159,140.77092,135.789993
1160,143.78526,138.600006
1161,138.82788,133.979996
1162,138.50575,133.679993
1163,141.1358,136.130005
1164,143.58156,138.410004
1165,142.3482,137.259995
